"GWRr2","GWRbx","GWRby","GWR_xSE","GWR_ySE","DMCE","DMCN","Year","Year.1","PlotID","DMCE.1","DMCN.1","long","lat"
0.100367450839186,-8.47051987549853e-06,8.16552401856539e-06,5.61217039307502e-06,4.95343736471204e-06,689197,4345477,2013,2013,109,689197,4345477,-96.807814092561,39.2379883068411
0.591807582624099,-5.62991000840849e-05,2.79106796509208e-05,1.1182849524444e-05,6.35310993422991e-06,691417,4344297,2013,2013,111,691417,4344297,-96.7824439475294,39.2268764577872
0.197351950778695,8.60750853994506e-05,3.17571653638228e-05,2.44201371928593e-05,2.39071962956101e-05,679786,4350618,2013,2013,117,679786,4350618,-96.9154168017445,39.2862838136502
0.975701816096927,0.000463333435777814,0.000232303997834018,4.65418845531888e-05,3.81942808796701e-05,676932,4350601,2013,2013,121,676932,4350601,-96.9484928314398,39.2867183615234
0.546322181792629,0.000183653209529269,-5.07020618166978e-05,2.57672941651595e-05,1.54428943204886e-05,676480,4349760,2013,2013,123,676480,4349760,-96.9539510313795,39.279237227525
0.0522732167552785,-1.03212802570442e-05,3.86045661301247e-07,6.27109413288571e-06,5.97382110676294e-06,690216,4348406,2013,2013,127,690216,4348406,-96.795189156415,39.2641390860909
0.767728384045766,-4.71578750099096e-05,-6.46181441943614e-05,1.07397969342527e-05,6.5272989269158e-06,690297,4347810,2013,2013,128,690297,4347810,-96.7944191935512,39.2587547717849
0.48113950574806,0.000139990968302969,0.000268764675489204,3.10793318809283e-05,5.41845865251103e-05,677693,4351254,2013,2013,132,677693,4351254,-96.9395020517521,39.2924429008501
0.0916869807659627,1.18747261413889e-05,3.3888589404131e-06,5.27635141277031e-06,6.67033108495497e-06,684261,4350282,2013,2013,135,684261,4350282,-96.8636553526012,39.2823179631113
0.57615862527521,-5.60180242021604e-06,2.76619566272718e-05,6.7737763870813e-06,3.87027441926103e-06,685184,4348866,2013,2013,137,685184,4348866,-96.8533503010139,39.2693706732849
0.915527914602209,-5.6304895009221e-05,0.000148460499374802,1.5968816219601e-05,7.36674256636396e-06,676763,4342442,2013,2013,303,676763,4342442,-96.9525897202841,39.2132794604219
0.700576066915862,-0.000152413382467711,3.34971988473351e-05,1.51026939653038e-05,1.55191756148318e-05,676956,4342172,2013,2013,306,676956,4342172,-96.9504262884886,39.2108087405982
0.40161757560952,3.58177170161367e-05,-6.47112718055538e-05,1.83679596679838e-05,1.14320479720634e-05,692663,4323834,2014,2014,1,692663,4323834,-96.7738314729768,39.0423455565356
0.0887269946345378,-0.000168794133226945,0.000255647775951286,9.25290957916583e-05,0.000114239990217076,696573,4333142,2014,2014,6,696573,4333142,-96.725994726085,39.1252851002369
0.467028336654656,0.000321661238872236,-0.000426741084028838,5.53899495420183e-05,7.54387244029125e-05,694516,4333097,2014,2014,8,694516,4333097,-96.7497862850841,39.125341589609
0.179282286936891,-0.000217850743427262,0.000128145223368972,6.86602870024628e-05,0.000106307058784629,694210,4330770,2014,2014,11,694210,4330770,-96.7539892314328,39.1044569932858
0.559776738704706,-7.78788214651487e-05,-2.16998364574845e-05,1.03540322554047e-05,1.06987224283532e-05,694728,4332674,2014,2014,13,694728,4332674,-96.7474569461239,39.1214854619204
0.360672869944613,7.98342399666068e-05,-7.67651623934919e-05,1.7076790971249e-05,2.18468669280676e-05,691530,4331040,2014,2014,15,691530,4331040,-96.7848851434145,39.1074810406372
0.697164780700355,-8.47196879618384e-05,-6.53082932250013e-05,1.22781810618101e-05,1.01404292053731e-05,689234,4327077,2014,2014,18,689234,4327077,-96.8125241943314,39.0722970930274
0.835091831019053,-0.00011816824920265,-6.96489774246535e-05,1.03843550828829e-05,6.95917234610736e-06,688083,4323819,2014,2014,19,688083,4323819,-96.826720322908,39.043208334356
0.912332701693928,-0.000100025606215444,-6.05681267185233e-05,9.38102706500259e-06,4.35200045915199e-06,688193,4324563,2014,2014,20,688193,4324563,-96.8252446189555,39.0498842052576
0.776639805925347,-9.20601343068272e-05,-0.000119892794787083,2.59792638073338e-05,1.15321446122894e-05,685662,4329144,2014,2014,23,685662,4329144,-96.8532236079404,39.0916772992291
0.639853872274656,-7.00262266625569e-05,-8.45174665511097e-05,8.81229967278225e-06,1.03123935642611e-05,686450,4328200,2014,2014,24,686450,4328200,-96.8443769887039,39.0830086591276
0.224927456587566,6.70640176798569e-06,-6.58532378884652e-05,3.08467189152086e-05,1.69553416792411e-05,687270,4331703,2014,2014,26,687270,4331703,-96.8339375389078,39.1143766998527
0.681488582690287,1.43544025419759e-05,-7.31714853914208e-05,1.20433950401089e-05,6.99113821146439e-06,687290,4331306,2014,2014,28,687290,4331306,-96.8338158613342,39.1107975255525
0.398887094228239,2.28826029297933e-05,-1.13601915317093e-05,7.47215337274327e-06,7.13983175798834e-06,685438,4336502,2014,2014,30,685438,4336502,-96.8538013695076,39.1579825114145
0.221052501674989,-2.00656359925718e-05,-4.08545498299814e-05,9.4609189230841e-06,1.10928032175636e-05,687025,4334834,2014,2014,31,687025,4334834,-96.835906410605,39.1426230797028
0.509681786171793,-5.99576569243321e-05,-5.62734808106872e-06,9.16776557010065e-06,1.69369191999681e-05,689516,4336900,2014,2014,32,689516,4336900,-96.8065245565643,39.1606877660181
0.520432258259678,-1.59241801297382e-05,-3.46707042575979e-05,3.92034838933894e-06,6.29357153793046e-06,687816,4336293,2014,2014,34,687816,4336293,-96.8263554948121,39.1555905666155
